entities_processed,system_time_avg,average_wip,max_wip,final_wip,system_time_avg_detailed,system_time_std,system_time_min,system_time_max,Operacao_queue_time,Operacao_service_time,Operacao_system_time,Manutencao_queue_time,Manutencao_service_time,Manutencao_system_time,Equipes_utilization,Equipes_avg_queue,Equipes_avg_in_service,Equipes_max_queue,DisposeDecision_Dispose_Yes_percentage,DisposeDecision_Dispose_No_percentage,total_revenue,total_costs,net_profit,avg_revenue_per_entity,avg_cost_per_entity,avg_profit_per_entity,Manutencao_total_cost
3,479948.4153011658,2.716097110081876,3,0,479948.4153011658,2475.5873307157926,477938.9521345426,483435.956237708,0,13661.021755258427,13661.021755258427,0.0,934.4324213248574,934.4324213248574,0.6444650557648911,0.1633768551378791,0.6444650557648911,2,1.3888888888888888,98.61111111111111,1522.0692083804156,355.07994667075775,1166.989261709658,507.3564027934719,118.35998222358592,388.99642056988597,355.07994667075775
3,482075.77451823436,2.7293269559591686,3,0,482075.77451823436,6520.95137219056,474129.7347734541,490102.1324567732,0,7182.63540155251,7182.63540155251,1209.4008317386615,4646.447893704319,5855.84872544298,0.5510497925834879,0.04578960928629877,0.5510497925834879,2,1.2244897959183674,98.77551020408163,1614.6218885109665,418.86196022363106,1195.7599282873355,538.2072961703221,139.62065340787703,398.58664276244514,418.86196022363106
3,483504.8659738162,2.7382143406331854,3,0,483504.8659738162,2789.3636281768686,479948.93229499954,486761.79391115345,0,18413.4815593939,18413.4815593939,0.0,1405.2866997975543,1405.2866997975543,0.5867135006630904,0.11585376601574274,0.5867135006630904,2,1.507537688442211,98.49246231155779,1557.0061149794997,479.1669710732434,1077.8391439062561,519.0020383264999,159.72232369108113,359.2797146354187,479.1669710732434
3,484967.5530773433,2.747310653466066,3,0,484967.5530773434,3228.8370239311093,481215.20190085925,489097.1656575859,0,10637.61944775773,10637.61944775773,2116.5089616077216,4092.3465612335417,6208.855522841263,0.5929122293055454,0.08273631828299849,0.5929122293055454,2,1.4423076923076923,98.5576923076923,1645.4857167007813,481.59135868696967,1163.8943580138116,548.4952389002605,160.53045289565657,387.96478600460387,481.59135868696967
3,475470.3000331344,2.6882481345344176,3,0,475470.3000331344,1257.9573929983435,473763.67373277387,476758.64790271886,0,6621.667419850712,6621.667419850712,571.332941779731,1591.3359965451457,2162.6689383248768,0.5906528373756823,0.13505253122838606,0.5906528373756823,2,1.4150943396226416,98.58490566037736,1485.225736752805,401.4506838733416,1083.7750528794634,495.0752455842683,133.8168946244472,361.25835095982114,401.4506838733416
3,475495.1668176067,2.6884027787164593,3,0,475495.1668176067,1015.8642059534544,474079.5651929422,476415.15659664455,0,4870.142521718538,4870.142521718538,967.705844260403,1578.9348678976235,2546.640712158026,0.6080495223401968,0.13369363523843322,0.6080495223401968,2,1.3953488372093024,98.6046511627907,1368.9661623975173,465.24399251331005,903.7221698842072,456.3220541325058,155.08133083777003,301.24072329473574,465.24399251331005
3,482136.433541874,2.729704188693246,3,0,482136.43354187394,6680.7991512795215,473429.77555714693,489667.0563516783,0,9376.995656932735,9376.995656932735,89.07226539129624,1584.1351745901889,1673.207439981485,0.5599573518602237,0.08552312969365683,0.5599573518602237,2,1.4218009478672986,98.5781990521327,1424.3361362728326,361.5450609752184,1062.7910752976143,474.7787120909442,120.5150203250728,354.26369176587144,361.5450609752184
3,477215.86327949207,2.6991036273600257,3,0,477215.8632794921,3093.430775850432,473546.55598663585,481113.5508423675,0,5097.995870770143,5097.995870770143,399.73578861769056,2120.9810328767157,2520.7168214944063,0.6091357564458626,0.15347836106140245,0.6091357564458626,2,1.276595744680851,98.72340425531915,1509.5398649598924,433.78565166722484,1075.7542132926676,503.1799549866308,144.59521722240828,358.58473776422255,433.78565166722484
3,476878.2749297596,2.6970041973243752,3,0,476878.2749297596,3947.7539420101293,473306.67589720263,482380.24210142763,0,9229.30926115828,9229.30926115828,0.0,811.0040523338322,811.0040523338322,0.5757044547776128,0.0998772872511197,0.5757044547776128,2,1.3392857142857142,98.66071428571429,1387.4829060127754,379.5115353193456,1007.9713706934298,462.4943020042585,126.50384510644854,335.9904568978099,379.5115353193456
3,479373.00290833384,2.7125186748030714,3,0,479373.00290833384,3855.9680416930332,473933.6225189043,482428.23749974417,0,6853.289600401662,6853.289600401662,953.9557363306521,2687.997004026468,3641.95274035712,0.640967273493488,0.18143825251392257,0.640967273493488,2,1.530612244897959,98.46938775510205,1448.110784193444,447.0404096487212,1001.0703745447229,482.70359473114803,149.01346988290706,333.69012484824094,447.0404096487212
3,476513.50174543355,2.6947357073720997,3,0,476513.50174543355,3506.4272022788514,473497.1242171099,481430.304236947,0,8838.102475889214,8838.102475889214,1130.6978932053898,892.0167859036313,2022.7146791090213,0.6103597631146134,0.1407653105282162,0.6103597631146134,2,1.4563106796116505,98.54368932038835,1668.460507196994,408.28786193391755,1260.1726452630764,556.1535023989981,136.09595397797253,420.0575484210255,408.28786193391755
3,475632.2935681939,2.689255557016131,3,0,475632.2935681939,401.25950655130316,475066.62064343906,475954.17351973616,0,6773.398490273457,6773.398490273457,763.7006283361503,1317.9293362123976,2081.629964548548,0.6127281796814523,0.12585856096104633,0.6127281796814523,2,1.3824884792626728,98.61751152073732,1595.948597659712,467.3446783115619,1128.6039193481502,531.9828658865707,155.7815594371873,376.20130644938337,467.3446783115619
3,481000.35925918387,2.722639050119303,3,0,481000.3592591838,3802.1083241738265,477793.67548561824,486341.60509676463,0,5929.498509198236,5929.498509198236,481.0542312224861,2555.9317735595873,3036.9860047820735,0.6164832489926997,0.15287446291446763,0.6164832489926997,2,1.36986301369863,98.63013698630137,1427.578784376337,453.3129016621516,974.2658827141853,475.8595947921123,151.10430055405052,324.75529423806177,453.3129016621516
3,474496.5270453277,2.6821923323714403,3,0,474496.5270453277,1501.729540465614,473403.798365937,476619.9917128362,0,6315.2234006998615,6315.2234006998615,337.945478849113,1195.5831371564836,1533.5286160055966,0.5497420562150805,0.11292562902775112,0.5497420562150805,2,1.4218009478672986,98.5781990521327,1449.3927685380443,489.28964252789876,960.1031260101455,483.13092284601476,163.0965475092996,320.0343753367152,489.28964252789876
3,479677.048304723,2.7144095043826053,3,0,479677.04830472294,4342.234341154697,474627.70930643874,485228.3711323055,0,8061.363149975716,8061.363149975716,0.0,1542.0434151124623,1542.0434151124623,0.595503601980999,0.14623028696411808,0.595503601980999,2,1.3953488372093024,98.6046511627907,1338.3523005233662,445.6922468796751,892.6600536436911,446.11743350778875,148.56408229322503,297.5533512145637,445.6922468796751
3,478601.90387305786,2.7077232827926485,3,0,478601.90387305786,2998.504994770206,475026.3012946008,482364.00198804267,0,6185.421367076235,6185.421367076235,0.0,1043.6932224581608,1043.6932224581608,0.5355050208577253,0.09438213775990191,0.5355050208577253,2,1.4150943396226416,98.58490566037736,1520.6715669075088,478.0711897189751,1042.6003771885337,506.8905223025029,159.35706323965837,347.53345906284454,478.0711897189751
3,474956.40615798376,2.6850522771018888,3,0,474956.40615798376,1589.8286350124197,473396.97815622104,477138.78578671336,0,6992.9346682351625,6992.9346682351625,0.0,199.34593629403244,199.34593629403244,0.5922354752998789,0.12769435865021397,0.5922354752998789,2,1.3100436681222707,98.68995633187772,1660.516209142422,488.9919292974177,1171.5242798450042,553.505403047474,162.9973097658059,390.5080932816681,488.9919292974177
3,478045.79113873304,2.704264870265752,3,0,478045.79113873304,2610.8758914527853,475181.04572989646,481495.57175623346,0,9270.446815631622,9270.446815631622,54.69604887386473,1842.8531665214923,1897.5492153953571,0.6095282166345293,0.120664265230772,0.6095282166345293,2,1.2711864406779663,98.72881355932203,1546.1364392694884,405.8737320011545,1140.262707268334,515.3788130898295,135.29124400038484,380.0875690894447,405.8737320011545
